dnaSampleID,imgGenomeID,jgiProjectID,ITS Proposal ID,Sequencing Status,Study Name,GenomeName,Sequencing Center,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Funding Program,Sequencing Method,Sequencing Quality,siteID,collectDate,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,GenomeSize,GeneCount,ScaffoldCount,metaBATbinCount,eukCCbinCount,estNumberGenomes,avgGenomeSize,numberFilteredReads,numberMappedReads,pctAssembledReads
GRSM_016-O-20170717-COMP-DNA1,3300069518,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_016-O-20170717-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614256,Metagenome Analysis,Gp0476709,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,GRSM,20170717,Environmental,Terrestrial,Unclassified,Soil,Unclassified,16964794,53409,47167,0,0,0,0,0,0,0
NOGP_002-M-20200701-COMP-DNA1,3300070987,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Northern Great Plains Research Laboratory, North Dakota, USA - NOGP_002-M-20200701-COMP-DNA1",Battelle Memorial Institute,Ga0620010,Metagenome Analysis,Gp0766578,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,NOGP,20200701,Environmental,Terrestrial,Unclassified,Soil,Unclassified,9927782,28882,24523,0,0,0,0,0,0,0
SYCA.20230606.EPIPSAMMON.4.DNA-DNA1,3300083085,1506403,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPIPSAMMON.4.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654611,Metagenome Analysis,Gp0812624,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,SYCA,20230606,Environmental,Aquatic,Creek,Freshwater,Unclassified,1380456674,2193873,1217203,37,0,301,4586234,366767586,199223120,54.32
DSNY_009-M-20170829-COMP-DNA1,3300040430,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_009-M-20170829-COMP-DNA1",Battelle Memorial Institute,Ga0428016,Metagenome Analysis,Gp0476683,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,DSNY,20170829,Environmental,Terrestrial,Unclassified,Soil,Unclassified,4266393,12296,11340,0,0,0,0,0,0,0
CPER_048-M-20230626-COMP-DNA1,3300079387,1490059,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Central Plains Experimental Range, Nunn, Colorado, USA - CPER_048-M-20230626-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643738,Metagenome Analysis,Gp0798360,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,CPER,20230626,Environmental,Terrestrial,Grasslands,Soil,Unclassified,1299311713,2160841,1083741,13,0,270,4812265,277353160,153267873,55.26
MCDI.20230330.EPILITHON.3.DNA-DNA1,3300081623,1529137,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230330.EPILITHON.3.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0671659,Metagenome Analysis,Gp0823168,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,MCDI,20230330,Environmental,Aquatic,Creek,Freshwater,Biofilm,645251352,1045412,707855,9,0,105,6145250,223708610,102402771,45.78
WREF_008-O-20200716-COMP-DNA1,3300070625,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_008-O-20200716-COMP-DNA1",Battelle Memorial Institute,Ga0619516,Metagenome Analysis,Gp0766084,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WREF,20200716,Environmental,Terrestrial,Forest,Soil,Unclassified,28593820,69805,53433,0,0,6,4765636,0,0,0
STEI_060-O-20160726-COMP-DNA1,3300069312,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Steigerwaldt Land Services, Great Lakes, WI, USA - STEI_060-O-20160726-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0613955,Metagenome Analysis,Gp0477023,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,STEI,20160726,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3366811,10991,9586,0,0,0,0,0,0,0
UKFS_031-M-20230703-COMP-DNA1,3300080038,1514620,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from University of Kansas Field Station NEON Field site, Lawrence, Kansas, USA - UKFS_031-M-20230703-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0669143,Metagenome Analysis,Gp0820686,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,UKFS,20230703,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1920386489,3417793,1969550,11,0,378,5080387,457424644,202185222,44.2
CARI.20230713.EPILITHON.3.DNA-DNA1,3300084779,1506444,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.3.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654652,Metagenome Analysis,Gp0812689,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,CARI,20230713,Environmental,Aquatic,Creek,Freshwater,Unclassified,751468629,1047797,443422,31,1,137,5485172,0,0,0
HARV_035-O-20170801-COMP-DNA1,3300039766,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest, Northeast, MA, USA - HARV_035-O-20170801-COMP-DNA1",Battelle Memorial Institute,Ga0428338,Metagenome Analysis,Gp0476745,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HARV,20170801,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,40963495,114564,101557,0,0,11,3723954,0,0,0
STEI_005-M-20160720-COMP-DNA1,3300040304,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Steigerwaldt Land Services, Great Lakes, WI, USA - STEI_005-M-20160720-COMP-DNA1",Battelle Memorial Institute,Ga0428452,Metagenome Analysis,Gp0477027,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,STEI,20160720,Environmental,Terrestrial,Unclassified,Soil,Unclassified,5959646,17135,15289,0,0,0,0,0,0,0
ORNL_053-M-20170621-COMP-DNA1,3300040390,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_053-M-20170621-COMP-DNA1",Battelle Memorial Institute,Ga0428140,Metagenome Analysis,Gp0476937,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20170621,Environmental,Terrestrial,Unclassified,Soil,Unclassified,5561435,15969,15036,0,0,0,0,0,0,0
UNDE_043-M-20200804-COMP-DNA1,3300070581,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_043-M-20200804-COMP-DNA1",Battelle Memorial Institute,Ga0620423,Metagenome Analysis,Gp0766991,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20200804,Environmental,Terrestrial,Forest,Soil,Unclassified,16868778,53275,46257,0,0,0,0,0,0,0
WOOD_003-M-20140702-COMP-DNA1,3300040529,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Woodworth, Northern Plains, ND, USA - WOOD_003-M-20140702-COMP-DNA1",Argonne National Laboratory,Ga0435355,Metagenome Analysis,Gp0477180,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,WOOD,20140702,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3169828,8844,8096,0,0,0,0,0,0,0
PUUM_014-O-20190107-COMP-DNA1,3300070786,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_014-O-20190107-COMP-DNA1",Battelle Memorial Institute,Ga0620157,Metagenome Analysis,Gp0766725,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,PUUM,20190107,Environmental,Terrestrial,Forest,Soil,Unclassified,51328711,160053,135270,0,0,0,0,0,0,0
ORNL_002-O-20170619-COMP-DNA1,3300039561,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_002-O-20170619-COMP-DNA1",Battelle Memorial Institute,Ga0428132,Metagenome Analysis,Gp0476922,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20170619,Environmental,Terrestrial,Unclassified,Soil,Unclassified,127288725,310038,258420,1,0,23,5534292,0,0,0
STER_028-M-20160816-COMP-DNA1,3300070542,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from North Sterling, Colorado, USA - STER_028-M-20160816-COMP-DNA1",Battelle Memorial Institute,Ga0620296,Metagenome Analysis,Gp0766864,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,STER,20160816,Environmental,Terrestrial,Agricultural land,Soil,Unclassified,1533865,5646,5247,0,0,0,0,0,0,0
SRER_005-M-20170815-COMP-DNA1,3300071089,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Santa Rita Experimental Range, Arizona, USA - SRER_005-M-20170815-COMP-DNA1",Battelle Memorial Institute,Ga0620267,Metagenome Analysis,Gp0766835,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SRER,20170815,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3624072,11661,10388,0,0,0,0,0,0,0
MAYF.20230717.EPIXYLON.3.DNA-DNA1,3300079835,1500382,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIXYLON.3.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654458,Metagenome Analysis,Gp0812719,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,MAYF,20230717,Environmental,Aquatic,Creek,Freshwater,Biofilm,388373211,694050,410113,7,0,93,4176056,205619508,49429389,24.04
HARV_016-O-1-1-20130709-GEN-DNA1,3300040244,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest, Northeast, MA, USA - HARV_016-O-1-1-20130709-GEN-DNA1",Argonne National Laboratory,Ga0435331,Metagenome Analysis,Gp0476763,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,HARV,20130709,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,7203891,21402,19802,0,0,0,0,0,0,0
TALL_001-M-20140516-COMP-DNA1,3300040702,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_001-M-20140516-COMP-DNA1",Argonne National Laboratory,Ga0435338,Metagenome Analysis,Gp0477110,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,TALL,20140516,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,1005709,3058,2839,0,0,0,0,0,0,0
BLAN_003-M-20170713-COMP-DNA1,3300040643,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Blandy Experimental Farm, Mid-Atlantic, VA, USA - BLAN_003-M-20170713-COMP-DNA1",Battelle Memorial Institute,Ga0428454,Metagenome Analysis,Gp0476587,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BLAN,20170713,Environmental,Terrestrial,Unclassified,Soil,Farm,2149163,6858,6389,0,0,0,0,0,0,0
GRSM_059-O-20170718-COMP-DNA1,3300069521,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_059-O-20170718-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614259,Metagenome Analysis,Gp0476716,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,GRSM,20170718,Environmental,Terrestrial,Unclassified,Soil,Unclassified,40041896,107404,87580,0,0,7,5720270,0,0,0
OAES_002-M-20160810-COMP-DNA1,3300040662,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Klemme Range Research Station, Southern Plains, OK, USA - OAES_002-M-20160810-COMP-DNA1",Battelle Memorial Institute,Ga0428121,Metagenome Analysis,Gp0476883,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OAES,20160810,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1526164,4751,4424,0,0,0,0,0,0,0
HEAL_025-O-20170726-COMP-DNA1,3300039583,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_025-O-20170726-COMP-DNA1",Battelle Memorial Institute,Ga0428235,Metagenome Analysis,Gp0476777,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HEAL,20170726,Environmental,Terrestrial,Unclassified,Soil,Unclassified,96336234,229956,184603,0,0,21,4587439,0,0,0
ARIK.20230711.EPIPHYTON.2.DNA-DNA1,3300081565,1506406,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.2.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654614,Metagenome Analysis,Gp0812657,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,ARIK,20230711,Environmental,Aquatic,River,Freshwater,Unclassified,858356420,1084142,614627,5,0,113,7596074,472779818,350274902,74.09
PRIN.20230328.EPILITHON.1.DNA-DNA1,3300081624,1529122,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.20230328.EPILITHON.1.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0671644,Metagenome Analysis,Gp0823153,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,PRIN,20230328,Environmental,Aquatic,Creek,Freshwater,Biofilm,838462919,1371243,812148,6,0,166,5050981,418486850,196909590,47.05
LAJA_044-M-20160914-COMP-DNA1,3300070717,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lajas Experimental Station, Puerto Rico, USA - LAJA_044-M-20160914-COMP-DNA1",Battelle Memorial Institute,Ga0619942,Metagenome Analysis,Gp0766510,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,LAJA,20160914,Environmental,Terrestrial,Grasslands,Soil,Pasture,610405,2535,2398,0,0,0,0,0,0,0
SJER_048-M-20170314-COMP-DNA1,3300040042,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from San Joaquin Experimental Range, Pacific Southwest, CA, USA - SJER_048-M-20170314-COMP-DNA1",Battelle Memorial Institute,Ga0428442,Metagenome Analysis,Gp0477008,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SJER,20170314,Environmental,Terrestrial,Unclassified,Soil,Unclassified,14656928,40337,35416,0,0,0,0,0,0,0
RMNP_019-M-20170807-COMP-DNA1,3300069432,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Rocky Mountain National Park, Central Plains, CO, USA - RMNP_019-M-20170807-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614113,Metagenome Analysis,Gp0476971,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,RMNP,20170807,Environmental,Terrestrial,Unclassified,Soil,Unclassified,6078943,18737,16322,0,0,0,0,0,0,0
TALL_006-M-20160822-COMP-DNA1,3300040310,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_006-M-20160822-COMP-DNA1",Battelle Memorial Institute,Ga0428258,Metagenome Analysis,Gp0477097,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20160822,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,5533243,16988,15858,0,0,0,0,0,0,0
SJER_045-M-41-20230227-GEN-DNA1,3300082821,1529168,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_045-M-41-20230227-GEN-DNA1",DOE Joint Genome Institute  (JGI),Ga0672841,Metagenome Analysis,Gp0824472,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,SJER,20230227,Environmental,Terrestrial,Unclassified,Soil,Unclassified,693760254,1291176,785489,4,0,169,4105090,322906738,97697341,30.26
DCFS_003-M-20230802-COMP-DNA1,3300078330,1490418,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Dakota Coteau Field Site, North Dakota, USA - DCFS_003-M-20230802-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643913,Metagenome Analysis,Gp0798372,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,DCFS,20230802,Environmental,Terrestrial,Grasslands,Soil,Unclassified,2617456895,4260594,2093039,31,0,474,5522060,464517112,302380164,65.1
BARR_051-O-20170808-COMP-DNA1,3300039998,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Barrow Environmental Observatory, Tundra, AK, USA - BARR_051-O-20170808-COMP-DNA1",Battelle Memorial Institute,Ga0428437,Metagenome Analysis,Gp0476580,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BARR,20170808,Environmental,Terrestrial,Unclassified,Soil,Unclassified,16986695,43561,35878,0,0,6,2831115,0,0,0
OSBS_001-O-20170711-COMP-DNA1,3300069285,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Southeast, FL, USA - OSBS_001-O-20170711-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0613945,Metagenome Analysis,Gp0476946,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OSBS,20170711,Environmental,Terrestrial,Unclassified,Soil,Unclassified,45879032,131800,111228,0,0,11,4170821,0,0,0
